# UNIPROT_ACC,REFSEQ_PROT_ID,REFSEQ_RNA_ID,NCBI_GENE_ID,XB_GENE_ID
A0A023W428,NP_001278991.1,NM_001292062.1,GeneID:100492429,XB-GENE-1216189
Q5XHA0,XP_012816429.1,XM_012960975.2,GeneID:496457,XB-GENE-976243
Q5XHA1,XP_017952199.1,XM_018096710.2,GeneID:101731143,XB-GENE-6054175
Q5XHA2,NP_001011046.1,NM_001011046.1,GeneID:496456,XB-GENE-943535
Q5XHA4,NP_001011044.1,NM_001011044.1,GeneID:496454,XB-GENE-853397
Q5XHB2,NP_001011043.1,NM_001011043.2,GeneID:496452,XB-GENE-486791
Q5XHB3,NP_001011042.1,NM_001011042.1,GeneID:496451,XB-GENE-966548
Q5XHB4,NP_001011041.1,NM_001011041.1,GeneID:496450,XB-GENE-958127
Q5XHB7,NP_001011039.1,NM_001011039.1,GeneID:496448,XB-GENE-984047
Q5XHB8,NP_001011038.1,NM_001011038.1,GeneID:496447,XB-GENE-1001126
Q5XHJ5,NP_001011036.1,NM_001011036.1,GeneID:496445,XB-GENE-977411
Q5XHK3,NP_001011035.1,NM_001011035.1,GeneID:496444,XB-GENE-997527
Q5XHK4,NP_001011034.1,NM_001011034.1,GeneID:496443,XB-GENE-5910825
Q5Y171,NP_001011032.1,NM_001011032.1,GeneID:496441,XB-GENE-485591
Q5YG24,NP_001011033.1,NM_001011033.1,GeneID:496442,XB-GENE-1000810
Q63ZF9,NP_001011030.1,NM_001011030.2,GeneID:496439,XB-GENE-1006303
Q63ZG0,NP_001011029.1,NM_001011029.2,GeneID:496438,XB-GENE-6087368
Q63ZG1,XP_031748473.1,XM_031892613.1,GeneID:496437,XB-GENE-1015594
Q63ZT7,NP_001011031.1,NM_001011031.2,GeneID:496440,XB-GENE-1015271
Q63ZT8,NP_001011027.1,NM_001011027.1,GeneID:496436,XB-GENE-1016237
Q63ZT9,XP_031751767.1,XM_031895907.1,GeneID:496435,XB-GENE-997848
Q63ZU0,NP_001011025.1,NM_001011025.1,GeneID:496434,XB-GENE-950501
Q63ZZ2,NP_001011024.1,NM_001011024.1,GeneID:496433,XB-GENE-956061
Q63ZZ7,NP_001011020.1,NM_001011020.2,GeneID:496429,XB-GENE-958610
Q63ZZ8,NP_001011019.1,NM_001011019.1,GeneID:496428,XB-GENE-949506
Q63ZZ9,NP_001011018.1,NM_001011018.2,GeneID:496427,XB-GENE-5848649
Q640A0,NP_001011017.1,NM_001011017.1,GeneID:496426,XB-GENE-970590
Q640A1,NP_001011016.1,NM_001011016.2,GeneID:496425,XB-GENE-975699
Q640A2,XP_031754702.1,XM_031898842.1,GeneID:496424,XB-GENE-495016
Q640A4,NP_001011013.1,NM_001011013.1,GeneID:496422,XB-GENE-855418
Q640A6,NP_001011011.1,NM_001011011.1,GeneID:496420,XB-GENE-998906
Q640A9,NP_001011008.1,NM_001011008.1,GeneID:496417,XB-GENE-986501
Q640B0,NP_001011007.1,NM_001011007.1,GeneID:496416,XB-GENE-942974
Q640B1,NP_001011006.1,NM_001011006.1,GeneID:496415,XB-GENE-1004934
Q640B2,NP_001011005.1,NM_001011005.1,GeneID:496414,XB-GENE-6258379
Q640B3,NP_001011023.1,NM_001011023.1,GeneID:496432,XB-GENE-1006824
Q640B4,XP_031755905.1,XM_031900045.1,GeneID:496413,XB-GENE-5904230
Q640K9,NP_001011003.1,NM_001011003.1,GeneID:496412,XB-GENE-963861
Q640R4,NP_001008198.1,NM_001008197.2,GeneID:493560,XB-GENE-941313
Q640R5,NP_001008197.1,NM_001008196.1,GeneID:493559,XB-GENE-986773
Q640R6,XP_031762017.1,XM_031906157.1,GeneID:493558,XB-GENE-853740
Q640R7,NP_001008195.1,NM_001008194.2,GeneID:493557,XB-GENE-479036
Q640S1,XP_012823730.1,XM_012968276.3,GeneID:493555,XB-GENE-943772
Q640S2,NP_001008192.1,NM_001008191.1,GeneID:493554,XB-GENE-973907
Q640S3,NP_001008191.1,NM_001008190.1,GeneID:493553,XB-GENE-919789
Q640S4,NP_001008190.1,NM_001008189.1,GeneID:493552,XB-GENE-5936697
Q640S5,NP_001008189.1,NM_001008188.1,GeneID:493551,XB-GENE-6052332
Q640S6,NP_001008188.1,NM_001008187.1,GeneID:493550,XB-GENE-5896447
Q640S7,XP_012827148.2,XM_012971694.3,GeneID:493573,XB-GENE-1003193
Q640S8,NP_001008187.1,NM_001008186.1,GeneID:493549,XB-GENE-494009
Q640S9,XP_012820031.1,XM_012964577.3,GeneID:493548,XB-GENE-495082
Q640T0,NP_001008185.1,NM_001008184.1,GeneID:493547,XB-GENE-953693
Q640T1,NP_001162026.1,NM_001168554.1,GeneID:394447,XB-GENE-1002643
Q640T2,NP_001008184.1,NM_001008183.1,GeneID:493546,XB-GENE-1009828
Q640T3,NP_001008183.1,NM_001008182.1,GeneID:493545,XB-GENE-1007295
Q640T5,NP_001008181.1,NM_001008180.1,GeneID:493543,XB-GENE-6257851
Q640T6,NP_001072187.1,NM_001078719.1,GeneID:779633,XB-GENE-5765838
Q640T7,NP_001011001.1,NM_001011001.1,GeneID:496410,XB-GENE-493723
Q640T9,NP_001011000.1,NM_001011000.1,GeneID:496409,XB-GENE-965068
Q640U0,XP_012820028.1,XM_012964574.3,GeneID:493542,XB-GENE-982910
Q640U1,NP_001008179.1,NM_001008178.1,GeneID:493541,XB-GENE-1007482
Q640U2,XP_012818382.1,XM_012962928.3,GeneID:493540,XB-GENE-1017256
Q640U3,XP_012821938.1,XM_012966484.2,GeneID:493539,XB-GENE-973667
Q640U4,NP_001008176.1,NM_001008175.1,GeneID:493538,XB-GENE-5931974
Q640U5,NP_001008175.1,NM_001008174.1,GeneID:493537,XB-GENE-5748286
Q640U7,NP_001008173.1,NM_001008172.1,GeneID:493535,XB-GENE-5914327
Q640V0,XP_031751766.1,XM_031895906.1,GeneID:493533,XB-GENE-5754723
Q640V2,NP_001008169.1,NM_001008168.1,GeneID:493531,XB-GENE-5741891
Q640V3,XP_031755900.1,XM_031900040.1,GeneID:493530,XB-GENE-1011565
Q640V4,NP_001008167.1,NM_001008166.2,GeneID:493529,XB-GENE-969377
Q641I9,XP_017950847.1,XM_018095358.2,GeneID:493528,XB-GENE-5751803
Q641J0,XP_012812278.1,XM_012956824.3,GeneID:493527,XB-GENE-947662
Q641J6,XP_012816418.1,XM_012960964.2,GeneID:493523,XB-GENE-943373
Q641J7,NP_001363414.1,NM_001376485.1,GeneID:100496298,XB-GENE-976642
Q642N1,NP_001008159.1,NM_001008158.1,GeneID:493521,XB-GENE-995831
Q642N4,XP_031754601.1,XM_031898741.1,GeneID:493462,XB-GENE-5789487
Q642S7,NP_001008079.1,NM_001008078.2,GeneID:493441,XB-GENE-5806910
Q642S8,NP_001008077.1,NM_001008076.1,GeneID:493439,XB-GENE-5790348
Q642T1,NP_001008076.1,NM_001008075.1,GeneID:493438,XB-GENE-1010136
Q642T2,NP_001008075.1,NM_001008074.1,GeneID:493437,XB-GENE-976731
Q642T4,NP_001008069.1,NM_001008068.1,GeneID:493431,XB-GENE-1017271
Q642T6,NP_001008204.1,NM_001008203.1,GeneID:493566,XB-GENE-951048
Q642T7,NP_001008035.1,NM_001008034.1,GeneID:493397,XB-GENE-1002187
Q642T8,XP_017946683.1,XM_018091194.2,GeneID:493380,XB-GENE-946491
Q66I46,NP_001072772.1,NM_001079304.1,GeneID:780232,XB-GENE-491527
Q66IF3,NP_001008158.1,NM_001008157.1,GeneID:493520,XB-GENE-1008699
Q66IF4,NP_001008157.1,NM_001008156.1,GeneID:493519,XB-GENE-997163
Q66IF5,NP_001008156.1,NM_001008155.1,GeneID:493518,XB-GENE-996375
Q66IF6,NP_001008155.1,NM_001008154.2,GeneID:493517,XB-GENE-979796
Q66IF7,NP_001008154.1,NM_001008153.1,GeneID:493516,XB-GENE-1018517
Q66IF8,NP_001008153.1,NM_001008152.1,GeneID:493515,XB-GENE-975782
Q66IF9,NP_001008152.1,NM_001008151.2,GeneID:493514,XB-GENE-5787649
Q66IG0,NP_001008151.1,NM_001008150.1,GeneID:493513,XB-GENE-966555
Q66IG1,XP_031759187.1,XM_031903327.1,GeneID:493512,XB-GENE-5744180
Q66IG4,NP_001008146.1,NM_001008145.1,GeneID:493508,XB-GENE-993273
Q66IG6,NP_001008210.1,NM_001008209.1,GeneID:493572,XB-GENE-957094
Q66IG7,NP_001008144.1,NM_001008143.2,GeneID:493506,XB-GENE-493801
Q66IG8,NP_001008143.1,NM_001008142.2,GeneID:493505,XB-GENE-919738
Q66IH0,NP_001013632.1,NM_001013614.1,GeneID:541455,XB-GENE-990196
Q66IH1,XP_031755897.1,XM_031900037.1,GeneID:493503,XB-GENE-1015089
Q66IH2,XP_012812274.1,XM_012956820.1,GeneID:493502,XB-GENE-962046
Q66IH3,NP_001008139.1,NM_001008138.1,GeneID:493501,XB-GENE-478789
Q66IH4,XP_012815950.1,XM_012960496.3,GeneID:493500,XB-GENE-920487
Q66IH6,NP_001008137.1,NM_001008136.1,GeneID:493499,XB-GENE-975346
Q66IH9,XP_017945078.2,XM_018089589.2,GeneID:493496,XB-GENE-1007153
Q66II0,NP_001008133.1,NM_001008132.1,GeneID:493495,XB-GENE-29098955
Q66II1,XP_012816416.1,XM_012960962.3,GeneID:493494,XB-GENE-6042231
Q66II2,NP_001008131.1,NM_001008130.1,GeneID:493493,XB-GENE-949792
Q66II3,XP_012827142.1,XM_012971688.3,GeneID:493492,XB-GENE-6070000
Q66II4,NP_001008129.1,NM_001008128.1,GeneID:493491,XB-GENE-493086
Q66II5,NP_001008128.1,NM_001008127.1,GeneID:493490,XB-GENE-1000732
Q66II6,XP_012823736.1,XM_012968282.3,GeneID:493571,XB-GENE-957969
Q66II8,XP_012821931.1,XM_012966477.3,GeneID:493488,XB-GENE-992818
Q66II9,XP_017950113.1,XM_018094624.2,GeneID:493487,XB-GENE-947957
Q66IJ0,NP_001008124.1,NM_001008123.1,GeneID:493486,XB-GENE-980941
Q66IJ1,XP_031749910.1,XM_031894050.1,GeneID:493485,XB-GENE-986985
Q66IJ4,XP_031759185.1,XM_031903325.1,GeneID:493482,XB-GENE-5730241
Q66IJ5,NP_001008119.1,NM_001008118.1,GeneID:493481,XB-GENE-969507
Q66IJ6,NP_001008118.1,NM_001008117.1,GeneID:493480,XB-GENE-22064487
Q66IJ8,NP_001008116.1,NM_001008115.1,GeneID:493478,XB-GENE-970431
Q66IJ9,XP_012812272.1,XM_012956818.3,GeneID:493477,XB-GENE-991688
Q66IK0,NP_001008114.1,NM_001008113.1,GeneID:493476,XB-GENE-6455564
Q66IK1,NP_001008113.1,NM_001008112.1,GeneID:493475,XB-GENE-480618
Q66IK3,NP_001008112.1,NM_001008111.1,GeneID:493474,XB-GENE-1003017
Q66IK4,NP_001008111.1,NM_001008110.1,GeneID:493473,XB-GENE-5876949
Q66IK5,NP_001008208.1,NM_001008207.1,GeneID:493570,XB-GENE-6258209
Q66IK6,XP_012815893.1,XM_012960439.3,GeneID:493471,XB-GENE-491301
Q66IK7,NP_001008108.1,NM_001008107.1,GeneID:493470,XB-GENE-984112
Q66IK8,XP_017949349.1,XM_018093860.2,GeneID:493469,XB-GENE-1009185
Q66IK9,NP_001008106.1,NM_001008105.1,GeneID:493468,XB-GENE-1011237
Q66IL0,XP_031755896.1,XM_031900036.1,GeneID:493467,XB-GENE-5752789
Q66IL1,NP_001008104.1,NM_001008103.1,GeneID:493466,XB-GENE-958628
Q66IL2,NP_001008103.1,NM_001008102.1,GeneID:493465,XB-GENE-486352
Q66IL3,XP_012816411.1,XM_012960957.3,GeneID:493464,XB-GENE-964503
Q66IL8,NP_001008096.1,NM_001008095.1,GeneID:493458,XB-GENE-945720
Q66IL9,NP_001008095.1,NM_001008094.1,GeneID:493457,XB-GENE-923144
Q66IM0,NP_001008094.1,NM_001008093.1,GeneID:493456,XB-GENE-944080
Q66IM1,NP_001008207.1,NM_001008206.1,GeneID:493569,XB-GENE-5786075
Q66IM2,NP_001008093.1,NM_001008092.1,GeneID:493455,XB-GENE-6454542
Q66IM3,NP_001008092.1,NM_001008091.1,GeneID:493454,XB-GENE-5747705
Q66IM4,NP_001008091.1,NM_001008090.1,GeneID:493453,XB-GENE-480211
Q66IM5,NP_001008090.1,NM_001008089.1,GeneID:493452,XB-GENE-6458151
Q66IM6,NP_001008089.1,NM_001008088.1,GeneID:493451,XB-GENE-5752212
Q66JB4,NP_001013631.1,NM_001013613.1,GeneID:541454,XB-GENE-940593
Q66JB6,NP_001008206.1,NM_001008205.1,GeneID:493568,XB-GENE-494978
Q66JB7,NP_001008085.1,NM_001008084.1,GeneID:493447,XB-GENE-489991
Q66JB8,NP_001008084.1,NM_001008083.1,GeneID:493446,XB-GENE-5852596
Q66JC0,NP_001008082.1,NM_001008081.1,GeneID:493444,XB-GENE-973706
Q66JC1,NP_001008081.1,NM_001008080.2,GeneID:493443,XB-GENE-1009006
Q66JC2,NP_001008080.1,NM_001008079.1,GeneID:493442,XB-GENE-487069
Q66JC3,NP_001008078.1,NM_001008077.1,GeneID:493440,XB-GENE-997076
Q66JC5,NP_001008074.1,NM_001008073.3,GeneID:493436,XB-GENE-854747
Q66JC7,NP_001008072.1,NM_001008071.1,GeneID:493434,XB-GENE-975179
Q66JC9,XP_031746251.1,XM_031890391.1,GeneID:493567,XB-GENE-5954840
Q66JD1,NP_001008070.1,NM_001008069.1,GeneID:493432,XB-GENE-948200
Q66JD2,NP_001008068.1,NM_001008067.1,GeneID:493430,XB-GENE-482011
Q66JD3,NP_001008067.1,NM_001008066.1,GeneID:493429,XB-GENE-1004741
Q66JD5,NP_001008066.1,NM_001008065.1,GeneID:493428,XB-GENE-478728
Q66JD9,NP_001008064.1,NM_001008063.1,GeneID:493426,XB-GENE-853240
Q66JE1,XP_031751759.1,XM_031895899.1,GeneID:493425,XB-GENE-979281
Q66JE2,NP_001008062.1,NM_001008061.1,GeneID:493424,XB-GENE-5991892
Q66JE4,NP_001008060.1,NM_001008059.1,GeneID:493422,XB-GENE-974778
Q66JE7,NP_001008057.1,NM_001008056.1,GeneID:493419,XB-GENE-486296
Q66JE9,XP_031752860.1,XM_031897000.1,GeneID:105946662,XB-GENE-5813243
Q66JF0,NP_001008054.1,NM_001008053.2,GeneID:493416,XB-GENE-945095
Q66JF1,NP_001008053.1,NM_001008052.1,GeneID:493415,XB-GENE-483418
Q66JF2,NP_001008052.1,NM_001008051.1,GeneID:493414,XB-GENE-489131
Q66JF3,XP_031755886.1,XM_031900026.1,GeneID:493413,XB-GENE-979969
Q66JF4,NP_001008050.1,NM_001008049.1,GeneID:493412,XB-GENE-5810758
Q66JF6,NP_001008048.1,NM_001008047.2,GeneID:493410,XB-GENE-986787
Q66JF7,NP_001008047.1,NM_001008046.1,GeneID:493409,XB-GENE-947619
Q66JF8,NP_001008046.1,NM_001008045.1,GeneID:493408,XB-GENE-481410
Q66JF9,XP_012827129.1,XM_012971675.3,GeneID:493407,XB-GENE-976512
Q66JG0,NP_001008044.1,NM_001008043.1,GeneID:493406,XB-GENE-1015258
Q66JG1,NP_001008203.1,NM_001008202.1,GeneID:493565,XB-GENE-971828
Q66JG2,XP_012821927.1,XM_012966473.1,GeneID:493405,XB-GENE-974130
Q66JG3,NP_001008042.1,NM_001008041.1,GeneID:493404,XB-GENE-970848
Q66JG5,NP_001008040.1,NM_001008039.1,GeneID:493402,XB-GENE-969840
Q66JG7,NP_001008039.1,NM_001008038.1,GeneID:493401,XB-GENE-479941
Q66JG8,NP_001008038.1,NM_001008037.1,GeneID:493400,XB-GENE-987580
Q66JG9,NP_001008037.1,NM_001008036.1,GeneID:493399,XB-GENE-482851
Q66JH0,NP_001008036.1,NM_001008035.1,GeneID:493398,XB-GENE-855819
Q66JH1,NP_001008034.1,NM_001008033.1,GeneID:493396,XB-GENE-6036229
Q66JH3,NP_001008033.1,NM_001008032.1,GeneID:493395,XB-GENE-970744
Q66JH4,XP_012821922.1,XM_012966468.3,GeneID:493394,XB-GENE-1008626
Q66JH6,NP_001008030.1,NM_001008029.1,GeneID:493392,XB-GENE-999170
Q66JH7,XP_012815807.1,XM_012960353.3,GeneID:493391,XB-GENE-5914613
Q66JH9,XP_012827127.1,XM_012971673.3,GeneID:493390,XB-GENE-992494
Q66JI0,XP_031760876.1,XM_031905016.1,GeneID:493389,XB-GENE-967585
Q66JI1,NP_001008026.1,NM_001008025.1,GeneID:493388,XB-GENE-483564
Q66JI2,NP_001008025.1,NM_001008024.2,GeneID:493387,XB-GENE-6045506
Q66JI3,NP_001008024.1,NM_001008023.1,GeneID:493386,XB-GENE-957785
Q66JI4,XP_012818371.1,XM_012962917.3,GeneID:493385,XB-GENE-973019
Q66JI5,NP_001008022.1,NM_001008021.1,GeneID:493384,XB-GENE-5919168
Q66JI8,NP_001008020.1,NM_001008019.1,GeneID:493382,XB-GENE-22060541
Q66JI9,NP_001008019.1,NM_001008018.1,GeneID:493381,XB-GENE-941264
Q66JJ0,XP_031751758.1,XM_031895898.1,GeneID:493378,XB-GENE-482528
Q66JJ1,XP_012818369.1,XM_012962915.3,GeneID:493377,XB-GENE-954771
Q66JJ2,XP_031754499.1,XM_031898639.1,GeneID:493376,XB-GENE-942910
Q66JJ3,XP_012827123.1,XM_012971669.3,GeneID:493375,XB-GENE-5815851
Q66JJ4,NP_001008012.1,NM_001008011.1,GeneID:493374,XB-GENE-942310
Q66JJ6,NP_001008010.1,NM_001008009.1,GeneID:493372,XB-GENE-5855370
Q66JJ7,NP_001008009.1,NM_001008008.1,GeneID:493371,XB-GENE-959943
Q66JJ8,NP_001008008.1,NM_001008007.1,GeneID:493370,XB-GENE-1017005
Q66JJ9,NP_001008007.1,NM_001008006.1,GeneID:493369,XB-GENE-992132
Q66JK0,XP_012820021.1,XM_012964567.3,GeneID:493368,XB-GENE-483099
Q66JK1,NP_001008005.1,NM_001008004.1,GeneID:493367,XB-GENE-487592
Q66JK1-2,XP_012823721.1,XM_012968267.2,GeneID:493367,XB-GENE-487592
Q66JK2,NP_001008004.1,NM_001008003.1,GeneID:493366,XB-GENE-960916
Q66JK3,XP_012812265.1,XM_012956811.3,GeneID:493365,XB-GENE-968925
Q66JK4,NP_001008002.1,NM_001008001.1,GeneID:493364,XB-GENE-1008970
Q66JK5,NP_001008001.1,NM_001008000.1,GeneID:493363,XB-GENE-957131
Q66JK6,NP_001008000.1,NM_001007999.1,GeneID:493362,XB-GENE-994770
Q66JK8,XP_017948505.1,XM_018093016.2,GeneID:493360,XB-GENE-5837209
Q66JK9,NP_001007997.1,NM_001007996.1,GeneID:493359,XB-GENE-1002781
Q66JL0,NP_001007996.1,NM_001007995.1,GeneID:493358,XB-GENE-1005616
Q66JL1,NP_001007995.1,NM_001007994.1,GeneID:493357,XB-GENE-6257419
Q66JL2,NP_001007994.1,NM_001007993.1,GeneID:493356,XB-GENE-974720
Q66JL3,NP_001008202.1,NM_001008201.1,GeneID:493564,XB-GENE-983551
Q66JL4,NP_001007993.1,NM_001007992.1,GeneID:493355,XB-GENE-494817
Q66JL5,NP_001007992.1,NM_001007991.1,GeneID:493354,XB-GENE-942249
Q66K93,NP_001007991.1,NM_001007990.1,GeneID:493353,XB-GENE-959062
Q66K94,XP_031751756.1,XM_031895896.1,GeneID:493352,XB-GENE-985188
Q66K95,NP_001007988.1,NM_001007987.2,GeneID:493351,XB-GENE-6258064
Q66K97,NP_001007987.1,NM_001007986.1,GeneID:493350,XB-GENE-953574
Q66K98,XP_031751755.1,XM_031895895.1,GeneID:493349,XB-GENE-6083355
Q66K99,XP_017952579.2,XM_018097090.2,GeneID:493348,XB-GENE-1004420
Q66KA0,NP_001007982.1,NM_001007981.1,GeneID:493347,XB-GENE-5852227
Q66KA1,NP_001138848.1,NM_001145376.2,GeneID:100270772,XB-GENE-1005599
Q66KA2,NP_001007981.3,NM_001007980.3,GeneID:493346,XB-GENE-5738397
Q66KA3,NP_001008449.1,NM_001008449.1,GeneID:493345,XB-GENE-487022
Q66KA4,NP_001007979.1,NM_001007978.2,GeneID:493344,XB-GENE-941851
Q66KA5,XP_017947537.1,XM_018092048.2,GeneID:493343,XB-GENE-977461
Q66KA6,NP_001007975.1,NM_001007974.1,GeneID:493342,XB-GENE-957618
Q66KA7,NP_001007974.1,NM_001007973.1,GeneID:493341,XB-GENE-974680
Q66KA8,XP_031751754.1,XM_031895894.1,GeneID:493340,XB-GENE-481615
Q66KA9,XP_031753711.1,XM_031897851.1,GeneID:493339,XB-GENE-490563
Q66KB0,NP_001007969.2,NM_001007968.2,GeneID:493338,XB-GENE-990986
Q66KB1,NP_001007967.1,NM_001007966.1,GeneID:493337,XB-GENE-955148
Q66KB4,NP_001007963.1,NM_001007962.1,GeneID:493335,XB-GENE-483832
Q66KB6,NP_001007960.1,NM_001007959.1,GeneID:493333,XB-GENE-1217249
Q66KB7,NP_001007958.1,NM_001007957.1,GeneID:493332,XB-GENE-5786365
Q66KB9,XP_012821944.1,XM_012966490.3,GeneID:493563,XB-GENE-967291
Q66KC0,NP_001007956.1,NM_001007955.2,GeneID:493331,XB-GENE-489487
Q66KC4,NP_001008673.1,NM_001008673.1,GeneID:493329,XB-GENE-5753362
Q66KC7,NP_001007952.1,NM_001007951.1,GeneID:493327,XB-GENE-1001404
Q66KC8,NP_001007951.1,NM_001007950.2,GeneID:493326,XB-GENE-978471
Q66KC9,NP_001007950.1,NM_001007949.2,GeneID:493325,XB-GENE-478639
Q66KD1,NP_001007948.1,NM_001007947.1,GeneID:493323,XB-GENE-5725537
Q66KD2,NP_001008445.1,NM_001008445.1,GeneID:493322,XB-GENE-1008926
Q66KD3,NP_001007946.1,NM_001007945.2,GeneID:493321,XB-GENE-994981
Q66KD4,XP_031759181.1,XM_031903321.1,GeneID:493320,XB-GENE-948396
Q66KD5,XP_031753707.1,XM_031897847.1,GeneID:493319,XB-GENE-972305
Q66KD6,XP_012825780.1,XM_012970326.3,GeneID:493318,XB-GENE-1002120
Q66KD7,NP_001007941.1,NM_001007940.1,GeneID:493317,XB-GENE-5848953
Q66KD8,NP_001007940.1,NM_001007939.1,GeneID:493316,XB-GENE-484357
Q66KD9,XP_012814335.1,XM_012958881.3,GeneID:493315,XB-GENE-978854
Q66KE0,XP_012825779.1,XM_012970325.3,GeneID:493314,XB-GENE-958670
Q66KE2,NP_001007935.1,NM_001007934.1,GeneID:493313,XB-GENE-942899
Q66KE3,NP_001007933.1,NM_001007932.1,GeneID:493312,XB-GENE-948302
Q66KE4,NP_001007932.1,NM_001007931.1,GeneID:493311,XB-GENE-1001870
Q66KI9,NP_001007930.1,NM_001007929.1,GeneID:100493736,XB-GENE-948188
Q66KJ1,XP_012815799.1,XM_012960345.3,GeneID:493308,XB-GENE-974529
Q66KJ2,NP_001007927.1,NM_001007926.1,GeneID:493307,XB-GENE-976566
Q66KJ3,NP_001008443.1,NM_001008443.1,GeneID:493306,XB-GENE-972552
Q66KJ4,NP_001007925.1,NM_001007924.1,GeneID:493305,XB-GENE-5756691
Q66KJ5,NP_001007923.2,NM_001007922.2,GeneID:493304,XB-GENE-945483
Q66KJ7,NP_001007922.1,NM_001007921.1,GeneID:493303,XB-GENE-5805878
Q66KJ9,NP_001007920.1,NM_001007919.1,GeneID:493301,XB-GENE-5813560
Q66KK0,NP_001007919.1,NM_001007918.1,GeneID:493300,XB-GENE-961980
Q66KK1,NP_001008671.1,NM_001008671.1,GeneID:493299,XB-GENE-5786440
Q66KK2,NP_001007917.1,NM_001007916.1,GeneID:493298,XB-GENE-1015653
Q66KK3,NP_001007916.1,NM_001007915.1,GeneID:493297,XB-GENE-997807
Q66KK4,NP_001007915.1,NM_001007914.1,GeneID:493296,XB-GENE-960411
Q66KK6,XP_012814333.1,XM_012958879.3,GeneID:493295,XB-GENE-952741
Q66KK8,NP_001007911.1,NM_001007910.2,GeneID:493293,XB-GENE-486694
Q66KK9,NP_001007910.1,NM_001007909.1,GeneID:493292,XB-GENE-953433
Q66KL1,NP_001007908.1,NM_001007907.1,GeneID:493290,XB-GENE-958154
Q66KL2,NP_001007907.1,NM_001007906.1,GeneID:493289,XB-GENE-483379
Q66KL4,NP_001007905.1,NM_001007904.1,GeneID:493288,XB-GENE-487309
Q66KL6,NP_001007903.1,NM_001007902.1,GeneID:493286,XB-GENE-494256
Q66KL7,XP_031751749.1,XM_031895889.1,GeneID:493285,XB-GENE-966387
Q66KL9,NP_001007900.1,NM_001007899.1,GeneID:493283,XB-GENE-5896695
Q66KM1,NP_001007899.1,NM_001007898.1,GeneID:493282,XB-GENE-5749473
Q66KM2,NP_001007898.1,NM_001007897.1,GeneID:493281,XB-GENE-951910
Q66KM4,NP_001007896.1,NM_001007895.1,GeneID:493279,XB-GENE-5815683
Q66KM5,XP_012814332.1,XM_012958878.3,GeneID:493278,XB-GENE-950101
Q66KM6,NP_001007894.1,NM_001007893.1,GeneID:493277,XB-GENE-5918988
Q67E00,NP_001007477.1,NM_001007476.1,GeneID:493205,XB-GENE-971397
Q688C4,NP_001016271.1,NM_001016271.2,GeneID:549025,XB-GENE-495261
Q688C7,NP_001037989.1,NM_001044524.1,GeneID:733782,XB-GENE-5922592
Q688C9,NP_001165751.1,NM_001172280.1,GeneID:100337645,XB-GENE-6492485
Q68EN9,NP_001007892.1,NM_001007891.2,GeneID:493276,XB-GENE-6458094
Q68EP0,NP_001007891.1,NM_001007890.2,GeneID:493275,XB-GENE-982044
Q68EP1,NP_001007890.1,NM_001007889.1,GeneID:493274,XB-GENE-486925
Q68EP2,XP_017947532.1,XM_018092043.2,GeneID:493273,XB-GENE-5845038
Q68EP5,NP_001008436.1,NM_001008436.2,GeneID:493272,XB-GENE-481992
Q68EP6,NP_001007886.1,NM_001007885.2,GeneID:493271,XB-GENE-1009589
Q68EP7,NP_001008435.1,NM_001008435.2,GeneID:493270,XB-GENE-972800
Q68EP8,XP_031751748.1,XM_031895888.1,GeneID:493269,XB-GENE-1003897
Q68EP9,NP_001007883.1,NM_001007882.2,GeneID:493268,XB-GENE-941086
Q68EQ1,XP_012820014.1,XM_012964560.3,GeneID:493267,XB-GENE-922650
Q68EQ2,NP_001007881.1,NM_001007880.1,GeneID:493266,XB-GENE-958837
Q68EQ3,NP_001007880.1,NM_001007879.1,GeneID:493265,XB-GENE-957476
Q68EQ7,NP_001008199.1,NM_001008198.2,GeneID:493561,XB-GENE-1003054
Q68EQ8,NP_001008433.1,NM_001008433.1,GeneID:493263,XB-GENE-490316
Q68EQ9,NP_001007877.1,NM_001007876.1,GeneID:493262,XB-GENE-1000954
Q68ER0,NP_001008432.1,NM_001008432.2,GeneID:493261,XB-GENE-993435
Q68ER1,NP_001007875.1,NM_001007874.1,GeneID:493260,XB-GENE-974316
Q68ER2,XP_012815711.1,XM_012960257.3,GeneID:493259,XB-GENE-5935857
Q68ER5,NP_001008431.1,NM_001008431.2,GeneID:493258,XB-GENE-955324
Q68ER8,XP_017952578.1,XM_018097089.2,GeneID:493255,XB-GENE-1003616
Q68ER9,NP_001007868.1,NM_001007867.1,GeneID:493254,XB-GENE-975403
Q68ES0,NP_001007867.1,NM_001007866.1,GeneID:493253,XB-GENE-488208
Q68F75,NP_001007866.1,NM_001007865.1,GeneID:493252,XB-GENE-941718
Q68F76,NP_001007865.1,NM_001007864.1,GeneID:493251,XB-GENE-969953
Q68F77,NP_001007864.1,NM_001007863.1,GeneID:493250,XB-GENE-479055
Q68F79,XP_012808517.1,XM_012953063.3,GeneID:493249,XB-GENE-6041092
Q68F80,XP_012816361.1,XM_012960907.3,GeneID:493248,XB-GENE-968990
Q68F81,XP_031753620.1,XM_031897760.1,GeneID:101731544,XB-GENE-6455755
Q68F82,NP_001007860.1,NM_001007859.1,GeneID:493246,XB-GENE-1008855
