# GENE_SYMBOL	NCBI_GENE_ID	XB_GENE_ID	GENE_NAME
42sp43	GeneID:548848	XB-GENE-5898342	P43 5S RNA-binding protein
sik3	GeneID:100492939	XB-GENE-6042192	SIK family kinase 3
sike1	GeneID:496965	XB-GENE-1003385	suppressor of IKBKE 1
sil1	GeneID:100124924	XB-GENE-5898521	SIL1 nucleotide exchange factor
sim1	GeneID:100486719	XB-GENE-485816	SIM bHLH transcription factor 1
sim2	GeneID:100492082	XB-GENE-1013958	SIM bHLH transcription factor 2
simc1	GeneID:100491558	NA	SUMO interacting motifs containing 1
sin3a	GeneID:100495645	XB-GENE-480875	SIN3 transcription regulator family member A
sin3b	GeneID:779742	XB-GENE-480338	SIN3 transcription regulator family member B
sinhcaf	GeneID:100497969	XB-GENE-995755	SIN3-HDAC complex associated factor
sipa1	GeneID:100490716	XB-GENE-6065317	signal-induced proliferation-associated 1
sipa1l1	GeneID:100101748	XB-GENE-866790	signal induced proliferation associated 1 like 1
sipa1l2	GeneID:100495768	XB-GENE-959137	signal-induced proliferation-associated 1 like 2
sipa1l3	GeneID:100487745	XB-GENE-494440	signal induced proliferation associated 1 like 3
sirt1	GeneID:100145679	XB-GENE-989003	sirtuin 1
sirt2	GeneID:100489469	XB-GENE-987375	sirtuin 2
sirt3	GeneID:100487410	XB-GENE-990389	sirtuin 3
sirt3.2	GeneID:100145681	XB-GENE-5721494	sirtuin (silent mating type information regulation 2 homolog) 3, gene 2
sirt4	GeneID:733911	XB-GENE-948981	sirtuin 4
sirt5	GeneID:100170199	XB-GENE-5892372	sirtuin 5
sirt6	GeneID:394980	XB-GENE-5929105	sirtuin 6
sirt7	GeneID:548532	XB-GENE-1005195	sirtuin 7
siva1	GeneID:733962	XB-GENE-5854215	SIVA1, apoptosis-inducing factor
six1	GeneID:100101702	XB-GENE-480717	SIX homeobox 1
six2	GeneID:100101784	XB-GENE-481504	SIX homeobox 2
six3	GeneID:100493798	XB-GENE-478761	SIX homeobox 3
six4	GeneID:100498150	XB-GENE-481699	SIX homeobox 4
six6	GeneID:100101705	XB-GENE-483146	SIX homeobox 6
ska1	GeneID:100144953	XB-GENE-5759531	spindle and kinetochore associated complex subunit 1
ska2	GeneID:100496738	XB-GENE-1001782	spindle and kinetochore associated complex subunit 2
skap1	GeneID:448448	XB-GENE-490220	src kinase associated phosphoprotein 1
skap2	GeneID:548378	XB-GENE-492335	src kinase associated phosphoprotein 2
ski	GeneID:100486949	XB-GENE-494028	SKI proto-oncogene
skic2	GeneID:100038207	XB-GENE-486233	SKI2 subunit of superkiller complex
skic3	GeneID:100158547	XB-GENE-5929177	SKI3 subunit of superkiller complex
skic8	GeneID:394466	XB-GENE-5751496	SKI8 subunit of superkiller complex
skida1	GeneID:100145143	XB-GENE-976606	SKI/DACH domain containing 1
skil	GeneID:100492636	XB-GENE-486095	SKI-like proto-oncogene
skor1	GeneID:100491438	XB-GENE-877133	SKI family transcriptional corepressor 1
skor2	GeneID:100488414	NA	SKI family transcriptional corepressor 2
skp1	GeneID:549273	XB-GENE-919631	S-phase kinase-associated protein 1
skp2	GeneID:100216169	XB-GENE-919619	S-phase kinase-associated protein 2, E3 ubiquitin protein ligase
sla	GeneID:100491564	XB-GENE-6073731	Src like adaptor
sla2	GeneID:100495864	XB-GENE-6257915	Src-like-adaptor 2
slain1	GeneID:100127571	XB-GENE-5793178	SLAIN motif family member 1
slain2	GeneID:100491488	XB-GENE-6042481	SLAIN motif family member 2
slain2l	GeneID:779452	XB-GENE-5831456	SLAIN motif family, member 2 like
slamf8	GeneID:594882	XB-GENE-994592	SLAM family member 8
slbp	GeneID:448105	XB-GENE-480369	stem-loop binding protein
slc10a1	GeneID:100489580	XB-GENE-6467943	solute carrier family 10 (sodium/bile acid cotransporter), member 1
slc10a2	GeneID:100487141	XB-GENE-982718	solute carrier family 10 (sodium/bile acid cotransporter), member 2
slc10a3	GeneID:779870	XB-GENE-968980	solute carrier family 10 member 3
slc10a4	GeneID:100491322	XB-GENE-940175	solute carrier family 10 member 4
slc10a6	GeneID:100488946	XB-GENE-988401	solute carrier family 10 (sodium/bile acid cotransporter), member 6
slc10a7	GeneID:448418	XB-GENE-489389	solute carrier family 10 member 7
slc11a1	GeneID:100498626	XB-GENE-482302	solute carrier family 11 member 1
slc11a2	GeneID:100144712	XB-GENE-487563	solute carrier family 11 member 2
slc12a1	GeneID:100490198	XB-GENE-479925	solute carrier family 12 member 1
slc12a2	GeneID:100038244	XB-GENE-489652	solute carrier family 12 member 2
slc12a3	GeneID:100494755	XB-GENE-866805	solute carrier family 12 member 3
slc12a3l	GeneID:100038063	XB-GENE-479312	solute carrier family 12 member 3 like
slc12a4	GeneID:100493471	XB-GENE-1014107	solute carrier family 12 (potassium/chloride transporter), member 4
slc12a5	GeneID:779759	XB-GENE-483436	solute carrier family 12 member 5
slc12a6	GeneID:780031	XB-GENE-960699	solute carrier family 12 member 6
slc12a8	GeneID:100488646	XB-GENE-997779	solute carrier family 12, member 8
slc12a9	GeneID:100493856	XB-GENE-5943241	solute carrier family 12, member 9
slc13a1	GeneID:100488100	XB-GENE-487899	solute carrier family 13 member 1
slc13a2	GeneID:493460	XB-GENE-480294	solute carrier family 13 member 2
slc13a3	GeneID:548493	XB-GENE-5765054	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3
slc13a4	GeneID:100495139	XB-GENE-22062682	solute carrier family 13 member 4
slc13a4l	GeneID:595063	XB-GENE-962312	solute carrier family 13 member 4 like
slc13a5	GeneID:100490590	XB-GENE-983513	solute carrier family 13 member 5
slc14a2	GeneID:100487788	XB-GENE-977910	solute carrier family 14 (urea transporter), member 2
slc15a1	GeneID:100145353	XB-GENE-987154	solute carrier family 15 (oligopeptide transporter), member 1
slc15a2	GeneID:100493689	XB-GENE-486968	solute carrier family 15 member 2
slc15a4	GeneID:100491217	XB-GENE-986485	solute carrier family 15 member 4
slc15a5	GeneID:101733983	XB-GENE-6049173	solute carrier family 15, member 5
slc15al	GeneID:100135183	XB-GENE-5838770	solute carrier family 51 subunit alpha like
slc16a1	GeneID:548685	XB-GENE-1014566	solute carrier family 16 member 1
slc16a10	GeneID:100488837	XB-GENE-1012623	solute carrier family 16 member 10
slc16a12	GeneID:394932	XB-GENE-1012784	solute carrier family 16 member 12
slc16a13	GeneID:100038279	XB-GENE-5905916	solute carrier family 16 member 13
slc16a14	GeneID:100491705	XB-GENE-6049356	solute carrier family 16 member 14
slc16a2	GeneID:100494635	XB-GENE-980579	solute carrier family 16, member 2 (thyroid hormone transporter)
slc16a3	GeneID:493294	XB-GENE-483002	solute carrier family 16 member 3
slc16a5	GeneID:100485544	XB-GENE-1008043	solute carrier family 16 (monocarboxylate transporter), member 5
slc16a6	GeneID:100494933	XB-GENE-6257787	solute carrier family 16 member 6
slc16a7	GeneID:100127205	XB-GENE-1008526	solute carrier family 16 member 7
slc16a9	GeneID:100485780	XB-GENE-961458	solute carrier family 16 member 9
slc17a5	GeneID:780284	XB-GENE-853687	solute carrier family 17 member 5
slc17a6	GeneID:101730310	XB-GENE-1011394	solute carrier family 17 member 6
slc17a7	GeneID:780064	XB-GENE-5742677	solute carrier family 17 (vesicular glutamate transporter), member 7
slc17a8	GeneID:100489470	XB-GENE-988965	solute carrier family 17 (vesicular glutamate transporter), member 8
slc17a9	GeneID:100496923	XB-GENE-5753894	solute carrier family 17 member 9
slc18a1	GeneID:594935	XB-GENE-5738585	solute carrier family 18 member A1
slc18a2	GeneID:448192	XB-GENE-940058	solute carrier family 18 member A2
slc18a3	GeneID:780320	XB-GENE-965085	solute carrier family 18 (vesicular acetylcholine transporter), member 3
slc18b1	GeneID:548692	XB-GENE-953331	solute carrier family 18, subfamily B, member 1
slc19a1	GeneID:100487033	XB-GENE-949159	solute carrier family 19 (folate transporter), member 1
slc19a2	GeneID:100489793	XB-GENE-953257	solute carrier family 19 member 2
slc19a3	GeneID:448431	XB-GENE-983224	solute carrier family 19 member 3
slc19a3.2	GeneID:734059	XB-GENE-5732458	solute carrier family 19 member 3 gene 2
slc1a1	GeneID:100498100	XB-GENE-1011544	solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1
slc1a2	GeneID:100494868	XB-GENE-1005169	solute carrier family 1 member 2
slc1a3	GeneID:100127700	XB-GENE-975313	solute carrier family 1 member 3
slc1a4	GeneID:100124992	XB-GENE-980499	solute carrier family 1 (glutamate/neutral amino acid transporter), member 4
slc1a5	GeneID:493489	XB-GENE-482596	solute carrier family 1 member 5
slc1a6	GeneID:100494506	XB-GENE-6033965	solute carrier family 1 (high affinity aspartate/glutamate transporter), member 6
slc1a7	GeneID:100497134	XB-GENE-979919	solute carrier family 1 (glutamate transporter), member 7
slc20a1	GeneID:594956	XB-GENE-482940	solute carrier family 20 member 1
slc20a2	GeneID:549658	XB-GENE-1015057	solute carrier family 20 (phosphate transporter), member 2
slc22a13	GeneID:100491580	XB-GENE-959647	solute carrier family 22 member 13
slc22a15	GeneID:448510	XB-GENE-959503	solute carrier family 22 member 15
slc22a15.2	GeneID:734018	XB-GENE-5824718	solute carrier family 22, member 15, gene 2
slc22a16	GeneID:100488673	XB-GENE-961385	solute carrier family 22 member 16
slc22a18	GeneID:101734420	NA	NameIsNotAvailable
slc22a2	GeneID:100487774	XB-GENE-965056	solute carrier family 22 (organic cation transporter), member 2
slc22a20	GeneID:100489586	XB-GENE-6463910	solute carrier family 22 member 20
slc22a23	GeneID:100491610	XB-GENE-966989	solute carrier family 22 member 23
slc22a31	GeneID:100485676	XB-GENE-6048942	solute carrier family 22 member 31
slc22a4	GeneID:394948	XB-GENE-5858686	solute carrier family 22 (organic cation/zwitterion transporter), member 4
slc22a5	GeneID:100486941	XB-GENE-484416	solute carrier family 22 member 5
slc22a6	GeneID:100487511	XB-GENE-5842250	solute carrier family 22 (organic anion transporter), member 6
slc22a8	GeneID:100490266	XB-GENE-22061134	solute carrier family 22 (organic anion transporter), member 8
slc23a1	GeneID:100493636	XB-GENE-960242	solute carrier family 23 member 1
slc23a2	GeneID:100145200	XB-GENE-966414	solute carrier family 23 (ascorbic acid transporter), member 2
slc23a3	GeneID:100486175	XB-GENE-984311	solute carrier family 23 member 3
slc24a1	GeneID:100488363	XB-GENE-991430	solute carrier family 24 member 1
slc24a2	GeneID:100494112	XB-GENE-483618	solute carrier family 24 member 2
slc24a3	GeneID:780317	XB-GENE-958238	solute carrier family 24 (sodium/potassium/calcium exchanger), member 3
slc24a4	GeneID:100489343	XB-GENE-478288	solute carrier family 24 member 4
slc24a5	GeneID:100490024	XB-GENE-853669	solute carrier family 24 member 5
slc25a1	GeneID:395026	XB-GENE-491686	solute carrier family 25 member 1
slc25a10	GeneID:549772	XB-GENE-955175	solute carrier family 25 member 10
slc25a11	GeneID:595075	XB-GENE-979673	solute carrier family 25 (mitochondrial carrier; oxoglutarate carrier), member 11
slc25a12	GeneID:549674	XB-GENE-1002100	solute carrier family 25 member 12
slc25a13	GeneID:100124779	XB-GENE-1013331	solute carrier family 25 member 13
slc25a15.2	GeneID:100038284	XB-GENE-973185	solute carrier family 25 member 15, gene 2
slc25a16	GeneID:100216243	XB-GENE-1004686	solute carrier family 25 member 16
slc25a17	GeneID:448001	XB-GENE-952229	solute carrier family 25 member 17
slc25a18	GeneID:100125036	XB-GENE-956024	solute carrier family 25 member 18
slc25a19	GeneID:548707	XB-GENE-5868233	solute carrier family 25 (mitochondrial thiamine pyrophosphate carrier), member 19
slc25a20	GeneID:394703	XB-GENE-971451	solute carrier family 25 (carnitine/acylcarnitine translocase), member 20
slc25a20l	GeneID:779503	XB-GENE-5944561	solute carrier family 25 (carnitine/acylcarnitine translocase), member 20, gene 2
slc25a21	GeneID:549823	XB-GENE-943812	solute carrier family 25 (mitochondrial oxoadipate carrier), member 21
slc25a22	GeneID:100488953	XB-GENE-22063017	1
slc25a22l	GeneID:447993	XB-GENE-1012864	solute carrier family 25 (mitochondrial carrier: glutamate), member 22 like
slc25a23	GeneID:100216197	XB-GENE-5998763	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 23
slc25a24	GeneID:496457	XB-GENE-976243	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 24
slc25a25	GeneID:496462	XB-GENE-5933194	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 25
slc25a26	GeneID:448074	XB-GENE-991471	solute carrier family 25 (S-adenosylmethionine carrier), member 26
slc25a27	GeneID:496683	XB-GENE-1005902	solute carrier family 25 member 27
slc25a28	GeneID:780354	XB-GENE-967691	solute carrier family 25 member 28
slc25a29	GeneID:100124740	XB-GENE-5763797	solute carrier family 25 (mitochondrial carnitine/acylcarnitine carrier), member 29
slc25a3	GeneID:394524	XB-GENE-489634	solute carrier family 25 member 3
slc25a30	GeneID:394840	XB-GENE-995074	solute carrier family 25 member 30
slc25a32	GeneID:779525	XB-GENE-948423	solute carrier family 25 (mitochondrial folate carrier), member 32
slc25a34	GeneID:100216146	XB-GENE-5994554	solute carrier family 25 member 34
slc25a36	GeneID:100493017	XB-GENE-947525	solute carrier family 25 (pyrimidine nucleotide carrier), member 36
slc25a37	GeneID:100379786	XB-GENE-999414	solute carrier family 25 (mitochondrial iron transporter), member 37
slc25a38	GeneID:448302	XB-GENE-5814283	solute carrier family 25 member 38
slc25a39	GeneID:496786	XB-GENE-969813	solute carrier family 25 member 39
slc25a4	GeneID:394504	XB-GENE-1001646	solute carrier family 25 member 4
slc25a40	GeneID:394941	XB-GENE-1003942	solute carrier family 25 member 40
slc25a42	GeneID:780169	XB-GENE-5933592	solute carrier family 25 member 42
slc25a43	GeneID:100485727	XB-GENE-6258507	solute carrier family 25 member 43
slc25a44	GeneID:493443	XB-GENE-1009006	solute carrier family 25 member 44
slc25a45	GeneID:100127755	XB-GENE-1006763	solute carrier family 25 member 45
slc25a46	GeneID:548884	XB-GENE-5803974	solute carrier family 25 member 46
slc25a47	GeneID:100496270	XB-GENE-6041480	solute carrier family 25 member 47
slc25a48	GeneID:595080	XB-GENE-5770986	solute carrier family 25 member 48
slc25a5	GeneID:394508	XB-GENE-6082577	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 5
slc25a51	GeneID:100135360	XB-GENE-961321	solute carrier family 25 member 51
slc25a53	GeneID:100489481	XB-GENE-6045975	solute carrier family 25 member 53
slc26a1	GeneID:100489517	XB-GENE-1012013	solute carrier family 26 (anion exchanger), member 1
slc26a10	GeneID:100485722	XB-GENE-6043616	solute carrier family 26 member 10
slc26a11	GeneID:100486579	XB-GENE-955145	solute carrier family 26 (anion exchanger), member 11
slc26a2	GeneID:100494417	XB-GENE-997399	solute carrier family 26 member 2
slc26a2.2	GeneID:100494580	XB-GENE-1214887	solute carrier family 26 (sulfate transporter), member 2, gene 2
slc26a3.2	GeneID:100485314	XB-GENE-486240	solute carrier family 26 member 3
slc26a3.3	GeneID:101731072	XB-GENE-22062173	solute carrier family 26 member 3 gene 3
slc26a4.1	GeneID:100498507	XB-GENE-22062177	solute carrier family 26 member 4 gene 1
slc26a4.2	GeneID:100485000	XB-GENE-22062181	solute carrier family 26 member 4 gene 2
slc26a4.3	GeneID:779605	XB-GENE-950380	solute carrier family 26 member 4 gene 3
slc26a4l	GeneID:100145611	XB-GENE-22062185	solute carrier family 26 member 4 like
slc26a5	GeneID:100497573	XB-GENE-1000032	solute carrier family 26 member 5
slc26a6	GeneID:780378	XB-GENE-919879	solute carrier family 26 member 6
slc26a7	GeneID:100493278	XB-GENE-985132	solute carrier family 26 (anion exchanger), member 7
slc26a9	GeneID:100124761	XB-GENE-996559	solute carrier family 26 (anion exchanger), member 9
slc27a2	GeneID:613067	XB-GENE-1007665	solute carrier family 27 (fatty acid transporter), member 2
slc27a3	GeneID:100494612	XB-GENE-6459618	solute carrier family 27 member 3
slc27a4	GeneID:101735131	XB-GENE-957679	solute carrier family 27 member 4
slc27a6	GeneID:496813	XB-GENE-491992	solute carrier family 27 member 6
slc28a2	GeneID:100496776	XB-GENE-965932	solute carrier family 28 (concentrative nucleoside transporter), member 2
slc28a3	GeneID:100492606	XB-GENE-986047	solute carrier family 28 (concentrative nucleoside transporter), member 3
slc29a1	GeneID:548435	XB-GENE-6454898	solute carrier family 29 member 1 (Augustine blood group)
slc29a2	GeneID:548864	XB-GENE-5904465	solute carrier family 29 (equilibrative nucleoside transporter), member 2
slc29a3	GeneID:100037858	XB-GENE-5941647	solute carrier family 29 (equilibrative nucleoside transporter), member 3
slc2a1	GeneID:779913	XB-GENE-5755357	solute carrier family 2 (facilitated glucose transporter), member 1
slc2a10	GeneID:780388	XB-GENE-950490	solute carrier family 2 (facilitated glucose transporter), member 10
slc2a11	GeneID:100496562	XB-GENE-980809	solute carrier family 2 member 11
slc2a11.2	GeneID:100496725	XB-GENE-5857129	solute carrier family 2 member 11 gene 2
slc2a11.3	GeneID:100496882	XB-GENE-5735062	solute carrier family 2, facilitated glucose transporter member 11 gene 3
slc2a11l2	GeneID:110386950	NA	solute carrier family 2, facilitated glucose transporter member 11-like 2
slc2a12	GeneID:100487147	XB-GENE-1012136	solute carrier family 2 (facilitated glucose transporter), member 12
slc2a13	GeneID:100485871	XB-GENE-492054	solute carrier family 2 member 13
slc2a2	GeneID:496943	XB-GENE-486462	solute carrier family 2 member 2
slc2a3	GeneID:100497763	XB-GENE-921721	solute carrier family 2 member 3
slc2a4	GeneID:101731550	NA	NameIsNotAvailable
slc2a4rg	GeneID:116408014	NA	SLC2A4 regulator
slc2a5	GeneID:493549	XB-GENE-494009	solute carrier family 2 member 5
slc2a6	GeneID:100485956	XB-GENE-5944908	solute carrier family 2 (facilitated glucose transporter), member 6
slc2a7	GeneID:100144999	XB-GENE-5811422	solute carrier family 2 member 7
slc2a8	GeneID:100486943	XB-GENE-492572	solute carrier family 2 member 8
slc2a9	GeneID:100494397	XB-GENE-992550	solute carrier family 2 member 9
slc30a1	GeneID:493316	XB-GENE-484357	solute carrier family 30 member 1
slc30a10	GeneID:100489414	XB-GENE-1003783	solute carrier family 30 member 10
slc30a2	GeneID:448552	XB-GENE-494395	solute carrier family 30 member 2
slc30a3	GeneID:100497671	XB-GENE-997567	solute carrier family 30 (zinc transporter), member 3
slc30a4	GeneID:100124729	XB-GENE-969004	solute carrier family 30 (zinc transporter), member 4
slc30a5	GeneID:548665	XB-GENE-962722	solute carrier family 30 (zinc transporter), member 5
slc30a6	GeneID:496932	XB-GENE-5779445	solute carrier family 30 (zinc transporter), member 6
slc30a7	GeneID:394867	XB-GENE-977014	solute carrier family 30 (zinc transporter), member 7
slc30a8	GeneID:496450	XB-GENE-958127	solute carrier family 30 (zinc transporter), member 8
slc30a9	GeneID:100216137	XB-GENE-976698	solute carrier family 30 (zinc transporter), member 9
slc31a1	GeneID:407919	XB-GENE-994882	solute carrier family 31 (copper transporter), member 1
slc31a2	GeneID:733902	XB-GENE-5805083	solute carrier family 31 member 2
slc32a1	GeneID:448348	XB-GENE-489830	solute carrier family 32 member 1
slc33a1	GeneID:100494967	XB-GENE-971528	solute carrier family 33 (acetyl-CoA transporter), member 1
slc34a2	GeneID:394921	XB-GENE-483740	solute carrier family 34 member 2
slc34a3	GeneID:100495764	XB-GENE-940349	solute carrier family 34 (type II sodium/phosphate cotransporter), member 3
slc35a1	GeneID:496449	XB-GENE-1001033	solute carrier family 35 (CMP-sialic acid transporter), member A1
slc35a2	GeneID:116406619	NA	NameIsNotAvailable
slc35a3	GeneID:100491775	XB-GENE-1011521	solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member A3, gene 1
slc35a3.2	GeneID:394702	XB-GENE-5757899	solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member A3, gene 2
slc35a4	GeneID:100124906	XB-GENE-958297	solute carrier family 35 member A4
slc35a5	GeneID:100490140	XB-GENE-1003413	solute carrier family 35 member A5
slc35b2	GeneID:394918	XB-GENE-1009913	solute carrier family 35 member B2
slc35b3	GeneID:100488604	XB-GENE-494575	solute carrier family 35 member B3
slc35b4	GeneID:100488491	XB-GENE-6032574	solute carrier family 35 (UDP-xylose/UDP-N-acetylglucosamine transporter), member B4
slc35c1	GeneID:100492829	XB-GENE-984504	solute carrier family 35 member C1
slc35c2	GeneID:548448	XB-GENE-1012067	solute carrier family 35 (GDP-fucose transporter), member C2
